Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Alcohol content (product.metafields.custom.alcohol),Appellation/Area (product.metafields.custom.appellation),Display in (product.metafields.custom.display_in),Warehouse Bin (product.metafields.custom.warehouse_bin),Bio (product.metafields.filter.bio),Country (product.metafields.filter.country),Grapes (product.metafields.filter.grapes),Grapes-dominant (product.metafields.filter.grapes-dominant),Type (product.metafields.filter.type),Region (product.metafields.filters.region),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Restricciones de edad (product.metafields.shopify.age-restrictions),Color (product.metafields.shopify.color-pattern),País (product.metafields.shopify.country),Preferencias alimentarias (product.metafields.shopify.dietary-preferences),Tipo de evento (product.metafields.shopify.event-type),Región (product.metafields.shopify.region),Dulzura del vino (product.metafields.shopify.wine-sweetness),Variedad de vino (product.metafields.shopify.wine-variety),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bolsa-de-2ud,Bolsa de 2ud,"<p>Bolsa de papel kraft para dos botellas de cava/vino.</p>
<!---->",CAVINA,Business & Industrial > Retail > Paper & Plastic Shopping Bags,"","",false,Color,kraft,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,deny,manual,0.20,,true,true,,,,,"",,,,false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,1.31,active
caja-de-madera-3-uds-borgona-cava,Caja de madera 1 ud,"<p>Caja vacía de madera para 1 botella de vino tipo Borgoña/Cava. Puerta corredera.</p>
<!---->",CAVINA,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,caja de regalo,"",false,Title,Default Title,,,,,,,,,1000.0,shopify,deny,manual,4.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-07T162340.820.png?v=1733585029,1,"",false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,3.14,active
caja-de-madera-3-uds-borgona-cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-07T162501.305.png?v=1733585111,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-de-regalo-de-madera-3-uds-borgona-cava,Caja de madera 3 uds (Borgoña/cava),"<p>Caja vacía de madera con asa de cuerda para 3 botellas de vino tipo Borgoña o cava.</p>
<!---->",CAVINA,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,caja de regalo,"",true,Title,Default Title,,,,,,,,,1000.0,shopify,deny,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_100.png?v=1733575603,1,"",false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,5.46,active
caja-de-regalo-de-madera-3-uds-borgona-cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-07T134629.682_0ebb7511-4b99-4722-aa5e-fd66416bd3fb.png?v=1733575806,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-de-regalo-de-madera-3-uds-borgona-cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-07T134610.936.png?v=1733575612,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caja-de-regalo-de-madera-3-uds,Caja de madera 3 uds (Bordelesa),"<p>Caja vacía de madera con asa de cuerda para 3 botellas de vino tipo Bordelesa.</p>
<!---->",CAVINA,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,caja de regalo,"",false,Title,Default Title,,,,,,,,,1000.0,shopify,deny,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_100.png?v=1733575603,1,"",false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,5.00,active
caja-de-regalo-de-madera-3-uds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo-2024-12-07T134610.936.png?v=1733575612,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pez-volador-vino-tinto-halpfin-wines,HALPFIN WINES PEZ VOLADOR VINO TINTO,"<p><strong>FERMENTATION: </strong>After gentle pressing, the free-run juice is collected and sent for spontaneous fermentation in stainless steel tanks under strict temperature control.</p>
<p><strong>VIEW</strong>: The wine has a deep red color.</p>
<p><strong>BOUQUET</strong>: It offers a fresh and delicate aroma of ripe red fruits.<br></p>
<p><strong>MOUTH</strong>: The taste is soft, fruity, and pleasantly sweet, with a Mediterranean character.</p>
<p><strong>FOOD PAIRING:</strong> An excellent light wine to pair with light appetizers and desserts. <br></p>",HALPFIN WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, barcelona, bobal, Catalonia, catalunya, cataluña, españa, garnacha tinta, nacional, penedes, regional, semidulce, spain, tinto, vino tinto",true,Vintage,2022,,Size,0.75 L,,,,,561,1000.0,shopify,deny,manual,8.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_99.png?v=1732818928,1,"",false,,,,,,,,,,,,,,12%,Penedès,All collections,,,Spain,Bobal,Bobal,Red wine,Catalunya,,,,,,,,,,,,,,,kg,,0.00,active
innatus-red-wine-alcohol-free,VIGNOBLES MALLARD INSOLITE RED WINE ALCOHOL FREE,"<p><strong>FERMENTATION: </strong>low temperature and short aging (less than a week) to extract the least tannins.</p>
<p><strong>VIEW</strong>: The wine has a deep red color.</p>
<p><strong>BOUQUET</strong>: It features a pronounced fruity aroma.<br></p>
<p><strong>MOUTH</strong>: Smooth and light on the palate, with vibrant red fruit flavors and a refreshing acidity. Its low tannin content enhances its softness, making it easy to drink and well-balanced.</p>
<p><strong>FOOD PAIRING:</strong> A perfect accompaniment to various appetizers, salads, and light meat dishes.<br></p>",VIGNOBLES MALLARD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"0, all collections, francia, internacional, merlot, NV, sin alcohol, tinto, vino de francia, vino tinto",true,Size,0.75 L,,,,,,,,791,1000.0,shopify,deny,manual,13.25,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Perfectfordinneraperitifsorcelebratorytoasts._17.png?v=1739388329,1,"",false,,,,,,,,,,,,,,0%,Vin de France,All collections,O54,,France,Merlot,Merlot,Red wine,Bordeaux,,,,francia,,,,semidulce,red,,,,,,kg,,5.57,active
monte-da-aferrada-white-wine-outlet,WWS MONTE DA AFERRADA WHITE WINE (Outlet),"<p><span style=""color: rgb(255, 42, 0);""><strong>-LABEL WITH DEFECT-</strong></span></p>
<p><strong>VIEW</strong>: Citrus color.</p>
<p><strong>BOUQUET</strong>: Very aromatic with notes of citrus and tropical fruits.</p>
<p><strong>MOUTH</strong>: <span>In the mouth it is very balanced, fruity, intense, fresh and persistent.</span><strong><span> </span></strong><span>The tasting ends with a pleasant and fresh finish.</span></p>
<p><strong>FOOD PAIRING:</strong> <span>It goes very well with light and healthy meals, as well as fish and seafood dishes.</span></p>",WINE WITH SPIRIT,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"aferrada, alentejano, ALETEJANO, all collections, Antão Vaz, Arinto de Bucelas, branco, internacional, mezcla, portugal, verdelho, vino blanco",true,Size,0.75 L,,Vintage,2022,,,,,"",1000.0,shopify,deny,manual,8.12,7.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/592.jpg?v=1713183172,1,"",false,,,,,,,,,,,,,,12%,I.G. Alentejano,Outlet,,,Portugal,Verdelho / Arinto de Bucelas / Antão Vaz,Verdejo,White wine,Alentejo,,,,,,,,,,,,,,,kg,,3.43,active
atica-extra-brut-rose-organic-outlet,PARATÓ ÀTICA EXTRA BRUT ROSÉ ORGANIC (Outlet),"<p><span style=""color: rgb(255, 42, 0);""><strong>-LABEL WITH SMALL DEFECT-</strong></span></p>
<p><strong>AGING: </strong>A<span>ging on its yeast until disgorging (minimum 12 months).</span></p>
<p><strong>VIEW</strong>: <span>Pink colour Pale rose petal, and light red-orange trim, presenting a wide and persistent crown of continuous rosary, very fine bubble, and vivid tear.</span></p>
<p><strong>BOUQUET</strong>: Sweet and fruity aromas, with hints of ripe fruit (peach, cherry) and caramelized fruit (caramel); balsamic and vegetable notes (wet straw, dried flower, fennel) and notes of bottle aging (roasted dried fruit, toasted bread).</p>
<p><strong>MOUTH</strong>: Creamy mid palate with a fresh and fruity sensation (stone fruit), integrated CO2; sweet and smooth persistence, balsamic aftertaste (menthol, eucalyptus) and a citric finish (tangerine skin).</p>
<p><strong>FOOD PAIRING: </strong><span>It will make us enjoy as an appetizer or as an accompanier of all kinds of salads, pasta, fish or white meats.</span><br></p>",PARATÓ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, bio, Catalonia, catalunya, Cataluña, cava, chardone, chardonnay, eco, españa, extrabrut, natural, NV, parato, pinot noir, rosa",true,Size,0.75 L,,,,,,,,"",1000.0,shopify,deny,manual,12.40,16.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_15_a7e611d4-6b0c-4a0f-b61d-08c77b6c851b.jpg?v=1706718318,1,"",false,,,,,,,,,,,,,,12%,Cava,Outlet,OOO,TRUE,Spain,Pinot Noir / Chardonnay,Pinot Noir,Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,7.75,active
cava-parato-brut-nature-reserva-ecologico,PARATÓ CAVA BRUT NATURE RESERVA ECOLÓGICO,"<p><strong>AGING:</strong> Reserva Cava with over 24 months of aging in cellars.</p>
<p><strong>VIEW</strong>: Golden yellow color, fine and small bubbles with a beautiful rosary effect</p>
<p><strong>BOUQUET</strong>: Clear and direct on the nose with aromas of fine pastries, croissant, butter, toasted notes, candied stone fruit, and citrus, with medium intensity.</p>
<p><strong>MOUTH</strong>: Sweet entry with medium acidity, well-integrated alcohol, creamy and integrated bubbles, medium body, flavors of bakery sweets, citrus, and candied stone fruit, with a smoky and slightly bitter finish, and a medium aftertaste. </p>
<p><strong>FOOD PAIRING: </strong>Ideal for pairing with a variety of dishes throughout a meal, though best avoided with very sweet desserts.<br></p>",PARATÓ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, bio, blanco, Catalonia, catalunya, Cataluña, cava, chardonnay, eco, españa, espumoso, macabeo, nacional, natural, NV, parellada, penedes, xarello",true,Size,0.75 L,,,,,,,,755,1000.0,shopify,deny,manual,13.70,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_90.png?v=1730742792,1,"",false,,,,,,,,,,,,,,"11,5%",Cava,All collections,F32,TRUE,Spain,Xarel·lo / Macabeo / Chardonnay / Parellada,Xarel·lo,Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,6.66,active
bushmills-black-bush-irish-whiskey,BUSHMILLS BLACK BUSH IRISH WHISKEY,"<p><strong>AGING: </strong>Combines an exceptionally high amount of malt with a sweet small-grain whiskey, then matures in former Oloroso sherry and bourbon barrels.</p>
<p><strong>VIEW</strong>: Intense amber color.</p>
<p><strong>BOUQUET</strong>: Aromas of sherry barrels, raisins, cherries, compote, and a hint of spice.</p>
<p><strong>MOUTH: </strong>Smooth, with a pronounced flavor of dried fruits and a persistent finish.</p>
<p><strong>FOOD PAIRING: </strong>Best enjoyed neat, on the rocks, or in classic cocktails.<br></p>",BUSHMILLS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",Spirits,"all collections, destilado, españa, espirituosa, finest blended, irish, irlandes, nacional, NV, regional, seco, spain, SPECIAL EDITION, triple destilado, triple destilled, WHISKY",true,Size,0.7 L,,,,,,,,754,1000.0,shopify,deny,manual,31.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_89.png?v=1729852090,1,"",false,,,,,,,,,,,,,,40%,Ireland,All collections,C32,,Spain,,,Spirits,Ireland,,,,,,,,,,,,,,,kg,,18.68,active
belasco-oro-1580-pacharan-navarro,GRUPO LA NAVARRA BELASCO ORO 1580 PACHARÁN NAVARRO,"<p><strong>A unique and exclusive pacharan, the result of the maximum selection of pacharanes, macerated in natural brandy of the highest quality.</strong></p>
<p><strong>VIEW:</strong> It has a very intense ruby red colour, due to its high concentration of sloes and a brightness and limpidity characteristic of young drinks.<br><strong>BOUQUET:</strong> Its aroma is predominantly fruity, accompanied by aniseed notes.<br><strong>MOUTH:</strong> An explosion of fresh fruit on the palate, enhanced by a slightly aniseed finish that lingers on the palate.</p>
<!---->",GRUPO LA NAVARRA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",Liquor,"1580, all collections, belasco, dulce, españa, fruta, Grupo la Navarra, LIMITADO, nacional, Navarra, ORO, pacharan, patxaran, seco, semidulce, spain",true,Size,0.7 L,,,,,,,,753,2000.0,shopify,deny,manual,21.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2896.png?v=1716488578,1,"",false,,,,,,,,,,,,,,25%,Navarra,All collections,C41,,Spain,,,Liquor,Navarra,,,,,,,,,,,,,,,kg,,10.92,active
clon-de-gallo,TRES PILARES CLON DE GALLO FINCA CISSUS,"<p><strong>AGING:</strong> Carefully vinified in stainless steel and aged in barrel.</p>
<p><strong>VIEW:</strong> Golden hue reflecting its evolution and barrel aging, showcasing the uniqueness of this oxidative white wine.</p>
<p><strong>BOUQUET:  </strong>High aromatic intensity with notes of stewed fruit. Very complex on the nose, with aniseed and lactic aromas. Surprising how new aromas appear with oxygenation.</p>
<p><strong>MOUTH: </strong>Soft and silky on entry. Stewed pears and anise infusion are constantly present. Pleasant evolution showing balsamic nuances as well as smoky notes. Good structure and balance. It invites you to drink. Pleasant finish with medium persistence.</p>
<p><strong>FOOD PAIRING:</strong> Ideal to pair with white meats in sauce, Iberian ham, pâtés, or grilled fish.</p>
<p><strong>LIMITED PRODUCTION:</strong> 600 bottles.</p>
<!---->",DOMINIO DEL BLANCO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White wine,"all collections, barrica, blanco, castilla, castilla y leon, dominio del blanco, espana, inox, nacional, oxidativo, rueda, seco, spain, TRES PILARES, verdejo, vino blanco",true,Size,0.75 L,,Vintage,2017,,,,,747,1000.0,shopify,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_87.png?v=1728560285,1,"",false,,,,,,,,,,,,,,13.5%,Castilla y León,All collections,H22,,Spain,Verdejo,Verdejo,White wine,Rueda,,,,,,,,,,,,,,,kg,,21.01,active
cata-masdoix-16-diciembre,Cata de vinos exclusiva con Celler Devinssi,"<p>Únete a nosotros en una noche mágica donde el alma de Celler Devinssi, te guiará en una cata exclusiva.</p>
<p>¿Qué te espera?</p>
<p>-Un <strong>viaje sensorial</strong> a través de 4 vinos con maridaje.<br>-La oportunidad de <strong>conocer al enólogo</strong> y hacerle todas tus preguntas.<br>-Un <strong>descuento especial</strong> para que sigas disfrutando de los vinos Mas Foraster.</p>
<p>¡Las plazas son limitadas! Reserva ahora y asegura tu lugar en esta experiencia única.</p>
<p>¡No te lo pierdas!</p>",MAS FORASTER,Arts & Entertainment > Event Tickets,events,"blanco, CATA DE VINOS, Catalonia, catalunya, Cataluña, degustacion, españa, garnacha, garnacha negra, garnacha tinta, nacional, PIZARRA, priorat, QUESOS, samso, seco, spain, tinto",true,Día,22 de octubre | 19:00-20:00h,,Lugar,Cavina Vinoteca | Bar Sant Cugat,,,,,1,1000.0,shopify,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/enoturisme-priorat-wine-tasting-sunset-01_1ff7bdee-077e-4e76-a971-ef3caf118bff.jpg?v=1760548317,1,"",false,"Cata de vinos Mas Doix, DOQ Priorat","¿Qué hace esta cata diferente? 
Presentado por el mismísimo bodeguero: Valentí Llagostera, propietario y alma de Mas Doix, estará con nosotros para guiar la experiencia y compartir sus secretos. 
Exclusivo minidocumental: Abriremos la cata con un vídeo único que grabamos en la misma bodega. Descubre los viñedos, la historia, los procesos de elaboración y lo que hace a Mas Doix tan especial. 
Vinos y maridajes: Les Crestes con queso Saint Maure, Solanques con queso Manchego, Murmuri con queso Saint Marcellin, Salix con queso Morbier 
Incluye: -Degustación de 4 vinos premium 
-Maridajes gourmet con quesos franceses 
-Una experiencia inmersiva sobre el Priorat 
-Descuento exclusivo al finalizar la cata ¡Plazas limitadas! Reserva ahora y vive una experiencia única.",,,,,,,,,,,,,,All collections,,,Spain,,,,DOQ Priorat,,18-years-or-older,,,,otros,,,,,,,,,kg,,19.86,unlisted
bolsa-tiffany-de-1ud-para-frios,Bolsa tiffany de 1 botella,"<p>Bolsa de papel resistente color tiffany ideal para una botella fría de cava/vino.</p>
<!---->",CAVINA,Business & Industrial > Retail > Paper & Plastic Shopping Bags,Bolsa,"",false,Color,tiffany,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,0.50,,true,true,,,,,"",,,,false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,tiffany,,,,,,,,,,,,kg,,1.31,active
bolsa-de-1ud,Bolsa de 1ud,"<p>Bolsa de papel kraft para una botella de cava/vino o una bolsa pequeña para olivas y/o encurtidos.</p>
<!---->",CAVINA,Business & Industrial > Retail > Paper & Plastic Shopping Bags,"","",false,Color,kraft,product.metafields.shopify.color-pattern,,,,,,,"",0.0,shopify,deny,manual,0.15,,true,true,,,,,"",,,,false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,1.31,active
pack-vermut,Pack Vermut,"<p>Pack compuesto por 2 botellas:</p>
<p>-Vermú Arlini blanco de la bodega Arloren.</p>
<p>-Vermú Arlini tinto de la bodega Arloren.</p>
<p><span>(Caja no incluida).</span></p>",ARLOREN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages",Fortified wine,"all collections, españa, nacional, pack, seco, spain, vermut",false,Title,Default Title,,,,,,,,"",2000.0,shopify,deny,manual,16.10,17.90,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/download_1da85e0a-63cb-47a0-9225-4f833777657a.webp?v=1726482780,1,"",false,,,,,,,,,,,,,,,Murcia,Pack,,,Spain,,,Fortified wine,Murcia,,,,,,,,,,,,,,,kg,,,draft
pack-verano,Pack Verano,"<p>Pack verano compuesto por:</p>
<p>-Cava Aula de la bodega Grupo Coviñas.</p>
<p>-Vino blanco de Portugal Myranda de la bodega Wine With Spirit (WWS).</p>
<p>-Vino blanco de España, Guilla de la bodega Cercavins.</p>
<p><span>(Caja no incluida).</span></p>",CAVINA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages",White Wine,"all collections, españa, nacional, pack, portugal, seco, spain",false,Title,Default Title,,,,,,,,"",2000.0,shopify,deny,manual,19.30,21.45,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/PackEspana_096c0f77-0add-4566-a675-d0700e8341a4.webp?v=1726482224,1,"",false,,,,,,,,,,,,,,,,Pack,,,Spain,,,White wine,,,,,,,,,,,,,,,,kg,,,draft
pack-portugal,Pack Portugal,"<p>Pack compuesto por 3 botellas de Portugal:</p>
<p>-Bread&amp;Cheese de la bodega Wine With Spirit</p>
<p>-Myranda de la bodega Wine With Spirit</p>
<p>-Dine With Me de la bodega Wine With Spirit</p>
<p><span>(Caja no incluida).</span></p>",CAVINA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages",Red Wine,"all collections, barato, coleccion, mas barato, pack, portugal, regalo, seco, vino tinto",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,24.75,27.50,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-3175.webp?v=1726481923,1,"",false,,,,,,,,,,,,,,,,Pack,,,Portugal,,,Red wine,,,,,,,,,,,,,,,,kg,,,draft
london-gin-obeki,OBEKI LONDON GIN,"<p><strong>AGING: </strong>The botanical components (juniper, coriander, cardamom, cinnamon, peppermint, lemon zest, bitter orange zest, lavender, thyme, red grapefruit) are soaked in a mixture of grain alcohol and purified water for 30 days. Distillation is done in copper stills, where the middle fraction is separated, and a 40% alcohol solution is prepared. The gin is filtered and left in stainless steel tanks for at least 15 days before bottling.</p>
<p><strong>VIEW</strong>: Clean and crystal-clear gin.</p>
<p><strong>BOUQUET</strong>: Citrus fruits, herbs, spices, and juniper emerge on the palate, creating a refreshing taste.</p>
<p><strong>MOUTH: </strong>The flavor is long-lasting and pleasant with lingering notes of citrus, herbs, and spices.</p>
<p><strong>FOOD PAIRING: </strong>An essential ingredient for many popular cocktails. Best served chilled at 14-15°C or with ice cubes.<br></p>",GRUPO LA NAVARRA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",Spirits,"all collections, destilado, DRY GIN, españa, espirituosa, gin, ginebra, gyn, LONDON GIN, nacional, NV, regional, seco, spain, SPECIAL EDITION",true,Size,0.7 L,,,,,,,,744,1000.0,shopify,deny,manual,11.00,,true,true,,,,,8410417500000,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_73_cf4a3d29-f224-4ccc-bf44-44f9de391390.png?v=1725964490,1,"",false,,,,,,,,,,,,,,40%,Navarra,All collections,O00,,Spain,,,Spirits,Navarra,,,,,,,,,,,,,,,kg,,5.36,active
mascaro-narciso-copy,MASCARÓ LONDON DRY GIN,"<p><strong>VIEW</strong>: Transparent.</p>
<p><strong>BOUQUET</strong>: Classic juniper notes combined with fresh citrus aromas.</p>
<p><strong>MOUTH</strong>: Flavorful, spicy, with fine hints of Mediterranean juniper. The finish evokes black pepper, with a long and pleasant presence on the palate.</p>",MASCARÓ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",Spirits,"all collections, Catalonia, catalunya, Cataluña, destilado, DRY GIN, enebro, españa, espirituosa, gin, ginebra, gyn, LONDON GIN, nacional, NV, penedes, regional, seco, spain",true,Size,0.7 L,,,,,,,,739,1000.0,shopify,deny,manual,21.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_71.png?v=1725617409,1,"",false,,,,,,,,,,,,,,40%,Vilafranca del Penedès,All collections,E12,,Spain,,,Spirits,Catalunya,,,,,,,,,,,,,,,kg,,12.75,active
sparkling-white-brut-alcohol-free,"INNATUS SPARKLING WHITE BRUT 0,0% ALCOHOL FREE","<p><strong>AGING: </strong>The wine is made from selected grapes. After pressing, the free-run juice undergoes spontaneous fermentation in stainless steel tanks under strict temperature control. The alcohol is removed using a column method with the latest technology.</p>
<p><strong>VIEW</strong>: <strong></strong>The wine has a light yellow color with a golden hue and fine, persistent bubbles.</p>
<p><strong>BOUQUET</strong>: Delicate aroma of green apple, lemon, and herbs with subtle notes of anise.<br></p>
<p><strong>MOUTH</strong>: Soft and refreshing taste with matching notes of apple and lemon.</p>
<p><strong>FOOD PAIRING:</strong> An excellent aperitif. Serve chilled. Suitable for vegans.<br></p>",HALPFIN WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, barcelona, blanco, brut, Catalonia, catalunya, cataluña, españa, espumoso, macabeo, nacional, penedes, regional, seco, sin alcohol, spain, vegan",true,Vintage,2023,,Size,0.75 L,,,,,736,1000.0,shopify,deny,manual,9.25,12.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_69.png?v=1725473270,1,"",false,,,,,,,,,,,,,,0%,Penedès,All collections,G21,,Spain,Macabeu,Macabeo (Viura),Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,3.75,active
espumoso-white-brut-alcohol-free,"INNATUS SPARKLING ROSÉ BRUT 0,0% ALCOHOL FREE","<p><strong>AGING: </strong>The wine is made from selected grapes. After pressing, the free-run juice undergoes spontaneous fermentation in stainless steel tanks under strict temperature control. The alcohol is removed using a column method with the latest technology.</p>
<p><strong>VIEW</strong>: The wine has a light pink color with a salmon hue and fine, persistent bubbles.</p>
<p><strong>BOUQUET</strong>: Aromas of muscat, flowers, and red fruits (blackcurrant, raspberry).<br></p>
<p><strong>MOUTH</strong>: Bright, refreshing, and festive taste.</p>
<p><strong>FOOD PAIRING:</strong> An excellent aperitif and a perfect match for pizza, pasta, and light salads. Serve well-chilled. Suitable for vegans.<br></p>",HALPFIN WINES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, barcelona, brut, Catalonia, catalunya, cataluña, españa, espumoso, garnacha, garnacha negra, garnacha roja, garnacha tinta, garnatxa, nacional, penedes, regional, seco, sin alcohol, spain",true,Vintage,2023,,Size,0.75 L,,,,,737,1000.0,shopify,deny,manual,9.25,12.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_68.png?v=1725472486,1,"",false,,,,,,,,,,,,,,0%,Penedès,All collections,G22,,Spain,Garnacha,Grenache,Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,3.95,active
